step,node,x,y,z
28,7,-10.000000,-10.000000,0.055458
28,8,-10.000000,10.000000,-0.591774
28,9,10.000000,10.000000,-0.091956
28,10,-10.000000,10.000000,0.792811
28,11,10.000000,-10.000000,-0.963990
28,12,-10.000000,-10.000000,-0.766428
28,13,10.000000,-10.000000,-0.999380
28,14,10.000000,10.000000,-0.259485
28,15,-10.000000,10.000000,0.749506
28,16,10.000000,-10.000000,-0.900556
28,17,-10.000000,-10.000000,-0.257346
28,18,-10.000000,-10.000000,0.317927
28,19,-10.000000,10.000000,0.268134
28,20,-10.000000,-10.000000,-0.050492
28,21,-10.000000,-10.000000,0.832208
28,22,10.000000,10.000000,-0.198306
28,23,10.000000,-10.000000,0.033357
28,24,10.000000,-10.000000,0.434203
28,25,-10.000000,-10.000000,-0.432073
28,26,10.000000,-10.000000,0.628767
28,27,-10.000000,-10.000000,0.487331
28,28,10.000000,10.000000,-0.701574
28,29,-10.000000,10.000000,-0.729662
28,30,-10.000000,-10.000000,-0.445592
28,31,-10.000000,10.000000,-0.904066
28,32,10.000000,10.000000,0.139391
28,33,-10.000000,10.000000,0.292968
28,34,10.000000,10.000000,0.721977
28,35,10.000000,10.000000,0.559425
28,36,10.000000,-10.000000,-0.707045
28,37,-10.000000,-10.000000,0.759536
28,38,-10.000000,10.000000,-0.762358
28,39,-10.000000,-10.000000,-0.146703
28,40,-10.000000,10.000000,-0.073762
28,41,-10.000000,-10.000000,0.856297
28,42,-10.000000,10.000000,-0.603784
28,43,10.000000,10.000000,-0.460211
28,44,-10.000000,10.000000,-0.468114
28,45,-10.000000,-10.000000,0.267030
28,46,10.000000,-10.000000,-0.538478
28,47,-10.000000,10.000000,-0.575640
28,48,10.000000,10.000000,-0.902109
28,49,-10.000000,-10.000000,0.516656
29,0,10.000000,10.000000,0.232761
29,1,10.000000,10.000000,-0.224800
29,2,10.000000,-10.000000,-0.590585
29,3,-10.000000,10.000000,-0.820294
29,4,-10.000000,10.000000,0.080764
29,5,-10.000000,-10.000000,-0.613365
29,6,10.000000,-10.000000,-0.131737
29,7,10.000000,10.000000,0.055458
29,8,10.000000,-10.000000,-0.591774
29,9,-10.000000,-10.000000,-0.091956
29,10,10.000000,-10.000000,0.792811
29,11,-10.000000,10.000000,-0.963990
29,12,10.000000,10.000000,-0.766428
29,13,-10.000000,10.000000,-0.999380
29,14,-10.000000,-10.000000,-0.259485
29,15,10.000000,-10.000000,0.749506
29,16,-10.000000,10.000000,-0.900556
29,17,10.000000,10.000000,-0.257346
29,18,10.000000,10.000000,0.317927
29,19,10.000000,-10.000000,0.268134
29,20,10.000000,10.000000,-0.050492
29,21,10.000000,10.000000,0.832208
29,22,-10.000000,-10.000000,-0.198306
29,23,-10.000000,10.000000,0.033357
29,24,-10.000000,10.000000,0.434203
29,25,10.000000,10.000000,-0.432073
29,26,-10.000000,10.000000,0.628767
29,27,10.000000,10.000000,0.487331
29,28,-10.000000,-10.000000,-0.701574
29,29,10.000000,-10.000000,-0.729662
29,30,10.000000,10.000000,-0.445592
29,31,10.000000,-10.000000,-0.904066
29,32,-10.000000,-10.000000,0.139391
29,33,10.000000,-10.000000,0.292968
29,34,-10.000000,-10.000000,0.721977
29,35,-10.000000,-10.000000,0.559425
29,36,-10.000000,10.000000,-0.707045
29,37,10.000000,10.000000,0.759536
29,38,10.000000,-10.000000,-0.762358
29,39,10.000000,10.000000,-0.146703
29,40,10.000000,-10.000000,-0.073762
29,41,10.000000,10.000000,0.856297
29,42,10.000000,-10.000000,-0.603784
29,43,-10.000000,-10.000000,-0.460211
29,44,10.000000,-10.000000,-0.468114
29,45,10.000000,10.000000,0.267030
29,46,-10.000000,10.000000,-0.538478
29,47,10.000000,-10.000000,-0.575640
29,48,-10.000000,-10.000000,-0.902109
29,49,10.000000,10.000000,0.516656
30,0,-10.000000,-10.000000,0.232761
30,1,-10.000000,-10.000000,-0.224800
30,2,-10.000000,10.000000,-0.590585
30,3,10.000000,-10.000000,-0.820294
30,4,10.000000,-10.000000,0.080764
30,5,10.000000,10.000000,-0.613365
30,6,-10.000000,10.000000,-0.131737
30,7,-10.000000,-10.000000,0.055458
30,8,-10.000000,10.000000,-0.591774
30,9,10.000000,10.000000,-0.091956
30,10,-10.000000,10.000000,0.792811
30,11,10.000000,-10.000000,-0.963990
30,12,-10.000000,-10.000000,-0.766428
30,13,10.000000,-10.000000,-0.999380
30,14,10.000000,10.000000,-0.259485
30,15,-10.000000,10.000000,0.749506
30,16,10.000000,-10.000000,-0.900556
30,17,-10.000000,-10.000000,-0.257346
30,18,-10.000000,-10.000000,0.317927
30,19,-10.000000,10.000000,0.268134
30,20,-10.000000,-10.000000,-0.050492
30,21,-10.000000,-10.000000,0.832208
30,22,10.000000,10.000000,-0.198306
30,23,10.000000,-10.000000,0.033357
30,24,10.000000,-10.000000,0.434203
30,25,-10.000000,-10.000000,-0.432073
30,26,10.000000,-10.000000,0.628767
30,27,-10.000000,-10.000000,0.487331
30,28,10.000000,10.000000,-0.701574
30,29,-10.000000,10.000000,-0.729662
30,30,-10.000000,-10.000000,-0.445592
30,31,-10.000000,10.000000,-0.904066
30,32,10.000000,10.000000,0.139391
30,33,-10.000000,10.000000,0.292968
30,34,10.000000,10.000000,0.721977
30,35,10.000000,10.000000,0.559425
30,36,10.000000,-10.000000,-0.707045
30,37,-10.000000,-10.000000,0.759536
30,38,-10.000000,10.000000,-0.762358
30,39,-10.000000,-10.000000,-0.146703
30,40,-10.000000,10.000000,-0.073762
30,41,-10.000000,-10.000000,0.856297
30,42,-10.000000,10.000000,-0.603784
30,43,10.000000,10.000000,-0.460211
30,44,-10.000000,10.000000,-0.468114
30,45,-10.000000,-10.000000,0.267030
30,46,10.000000,-10.000000,-0.538478
30,47,-10.000000,10.000000,-0.575640
30,48,10.000000,10.000000,-0.902109
30,49,-10.000000,-10.000000,0.516656
