step,i,j,heat
29,6,20,7.580208e+15
29,6,21,7.694533e+15
29,6,22,7.801634e+15
29,6,23,2.173021e+16
29,6,24,1.523693e+16
29,6,25,7.686773e+15
29,6,26,2.159288e+16
29,6,27,7.689567e+15
29,6,28,7.801483e+15
29,6,29,3.884965e+14
29,6,30,7.579981e+15
29,6,31,3.875458e+14
29,6,32,1.477159e+16
29,6,33,3.888473e+14
29,6,34,7.801110e+15
29,6,35,7.623097e+15
29,6,36,1.524050e+16
29,6,37,7.690649e+15
29,6,38,1.499673e+13
29,6,39,7.686284e+15
29,6,40,4.349174e+12
29,6,41,7.690591e+15
29,6,42,6.838586e+11
29,6,43,7.624052e+15
29,6,44,4.151459e+15
29,6,45,7.685472e+15
29,6,46,2.157885e+16
29,6,47,4.302016e+15
29,6,48,7.803773e+15
29,6,49,7.691013e+15
29,7,8,7.685742e+15
29,7,9,1.487891e+16
29,7,10,7.686271e+15
29,7,11,1.411202e+16
29,7,12,4.952216e+14
29,7,13,1.410854e+16
29,7,14,1.548448e+16
29,7,15,7.626619e+15
29,7,16,7.686476e+15
29,7,17,4.097424e+11
29,7,18,4.915583e+14
29,7,19,7.617420e+15
29,7,20,4.955915e+14
29,7,21,8.796707e+12
29,7,22,1.548737e+16
29,7,23,1.410695e+16
29,7,24,7.686103e+15
29,7,25,1.036369e+12
29,7,26,1.396961e+16
29,7,27,3.830899e+12
29,7,28,1.548722e+16
29,7,29,7.620698e+15
29,7,30,4.929530e+14
29,7,31,7.621993e+15
29,7,32,2.245733e+16
29,7,33,7.616857e+15
29,7,34,1.548685e+16
29,7,35,1.487968e+16
29,7,36,7.686300e+15
29,7,37,4.911973e+12
29,7,38,7.689577e+15
29,7,39,5.474354e+11
29,7,40,7.684871e+15
29,7,41,4.854215e+12
29,7,42,7.686303e+15
29,7,43,1.488620e+16
29,7,44,1.177472e+16
29,7,45,2.648827e+11
29,7,46,1.395558e+16
29,7,47,1.192528e+16
29,7,48,1.548951e+16
29,7,49,5.276518e+12
29,8,9,7.627676e+15
29,8,10,7.303478e+12
29,8,11,2.173993e+16
29,8,12,7.584875e+15
29,8,13,2.173644e+16
29,8,14,7.798742e+15
29,8,15,3.893215e+14
29,8,16,1.524201e+16
29,8,17,7.685658e+15
29,8,18,7.584775e+15
29,8,19,3.892908e+14
29,8,20,7.584848e+15
29,8,21,7.694539e+15
29,8,22,7.801628e+15
29,8,23,2.173485e+16
29,8,24,1.524157e+16
29,8,25,7.686778e+15
29,8,26,2.159752e+16
29,8,27,7.689573e+15
29,8,28,7.801478e+15
29,8,29,3.885019e+14
29,8,30,7.584620e+15
29,8,31,3.875512e+14
29,8,32,1.477159e+16
29,8,33,3.888526e+14
29,8,34,7.801105e+15
29,8,35,7.627736e+15
29,8,36,1.524514e+16
29,8,37,7.690654e+15
29,8,38,1.035722e+13
29,8,39,7.686289e+15
29,8,40,8.711891e+11
29,8,41,7.690596e+15
29,8,42,3.955652e+12
29,8,43,7.628692e+15
29,8,44,4.146820e+15
29,8,45,7.685477e+15
29,8,46,2.158349e+16
29,8,47,4.297377e+15
29,8,48,7.803768e+15
29,8,49,7.691018e+15
29,9,10,7.634979e+15
29,9,11,1.411225e+16
29,9,12,1.438369e+16
29,9,13,1.410877e+16
29,9,14,6.055750e+14
29,9,15,7.626391e+15
29,9,16,7.614336e+15
29,9,17,1.487882e+16
29,9,18,1.438735e+16
29,9,19,7.617192e+15
29,9,20,1.438332e+16
29,9,21,1.488771e+16
29,9,22,6.084620e+14
29,9,23,1.410718e+16
29,9,24,7.613890e+15
29,9,25,1.487994e+16
29,9,26,1.396984e+16
29,9,27,1.488274e+16
29,9,28,6.083115e+14
29,9,29,7.620470e+15
29,9,30,1.438596e+16
29,9,31,7.621765e+15
29,9,32,7.578421e+15
29,9,33,7.616629e+15
29,9,34,6.079386e+14
29,9,35,7.668996e+11
29,9,36,7.617466e+15
29,9,37,1.488382e+16
29,9,38,7.638033e+15
29,9,39,1.487946e+16
29,9,40,7.627385e+15
29,9,41,1.488376e+16
29,9,42,7.623720e+15
29,9,43,7.293602e+12
29,9,44,1.177450e+16
29,9,45,1.487864e+16
29,9,46,1.395581e+16
29,9,47,1.192505e+16
29,9,48,6.106013e+14
29,9,49,1.488418e+16
29,10,11,2.174723e+16
29,10,12,7.592179e+15
29,10,13,2.174374e+16
29,10,14,7.798212e+15
29,10,15,3.898510e+14
29,10,16,1.524932e+16
29,10,17,7.686187e+15
29,10,18,7.592079e+15
29,10,19,3.898203e+14
29,10,20,7.592151e+15
29,10,21,7.695068e+15
29,10,22,7.801099e+15
29,10,23,2.174215e+16
29,10,24,1.524887e+16
29,10,25,7.687308e+15
29,10,26,2.160482e+16
29,10,27,7.690102e+15
29,10,28,7.800949e+15
29,10,29,3.890314e+14
29,10,30,7.591924e+15
29,10,31,3.880806e+14
29,10,32,1.477106e+16
29,10,33,3.893821e+14
29,10,34,7.800576e+15
29,10,35,7.635040e+15
29,10,36,1.525245e+16
29,10,37,7.691183e+15
29,10,38,3.305546e+12
29,10,39,7.686819e+15
29,10,40,7.593816e+12
29,10,41,7.691126e+15
29,10,42,1.125913e+13
29,10,43,7.635995e+15
29,10,44,4.139516e+15
29,10,45,7.686007e+15
29,10,46,2.159079e+16
29,10,47,4.290073e+15
29,10,48,7.803238e+15
29,10,49,7.691548e+15
29,11,12,1.415505e+16
29,11,13,3.484148e+12
29,11,14,1.415549e+16
29,11,15,2.173864e+16
29,11,16,6.497913e+15
29,11,17,1.411243e+16
29,11,18,1.415515e+16
29,11,19,2.172944e+16
29,11,20,1.415508e+16
29,11,21,1.411245e+16
29,11,22,1.415468e+16
29,11,23,5.074615e+12
29,11,24,6.498359e+15
29,11,25,1.411196e+16
29,11,26,6.918772e+14
29,11,27,1.411235e+16
29,11,28,1.415514e+16
29,11,29,2.173272e+16
29,11,30,1.415531e+16
29,11,31,2.173401e+16
29,11,32,1.455520e+16
29,11,33,2.172888e+16
29,11,34,1.415572e+16
29,11,35,1.411219e+16
29,11,36,6.494784e+15
29,11,37,1.411168e+16
29,11,38,2.175028e+16
29,11,39,1.411214e+16
29,11,40,2.173964e+16
29,11,41,1.411186e+16
29,11,42,2.173597e+16
29,11,43,1.411123e+16
29,11,44,2.588675e+16
29,11,45,1.411200e+16
29,11,46,6.913586e+14
29,11,47,2.603730e+16
29,11,48,1.415485e+16
29,11,49,1.411155e+16
29,12,13,1.415157e+16
29,12,14,1.498926e+16
29,12,15,7.583591e+15
29,12,16,7.657137e+15
29,12,17,4.951377e+14
29,12,18,3.663292e+12
29,12,19,7.574392e+15
29,12,20,3.698558e+11
29,12,21,5.040183e+14
29,12,22,1.499215e+16
29,12,23,1.414998e+16
29,12,24,7.656691e+15
29,12,25,4.962580e+14
29,12,26,1.401264e+16
29,12,27,4.990525e+14
29,12,28,1.499200e+16
29,12,29,7.577670e+15
29,12,30,2.268636e+12
29,12,31,7.578964e+15
29,12,32,2.196211e+16
29,12,33,7.573828e+15
29,12,34,1.499163e+16
29,12,35,1.438445e+16
29,12,36,7.660266e+15
29,12,37,5.001336e+14
29,12,38,7.595232e+15
29,12,39,4.957690e+14
29,12,40,7.584585e+15
29,12,41,5.000758e+14
29,12,42,7.580919e+15
29,12,43,1.439098e+16
29,12,44,1.173169e+16
29,12,45,4.949567e+14
29,12,46,1.399861e+16
29,12,47,1.188225e+16
29,12,48,1.499429e+16
29,12,49,5.004981e+14
29,13,14,1.415201e+16
29,13,15,2.173516e+16
29,13,16,6.494429e+15
29,13,17,1.410895e+16
29,13,18,1.415167e+16
29,13,19,2.172596e+16
29,13,20,1.415159e+16
29,13,21,1.410896e+16
29,13,22,1.415119e+16
29,13,23,1.590466e+12
29,13,24,6.494875e+15
29,13,25,1.410848e+16
29,13,26,6.906083e+14
29,13,27,1.410887e+16
29,13,28,1.415165e+16
29,13,29,2.172924e+16
29,13,30,1.415182e+16
29,13,31,2.173053e+16
29,13,32,1.455394e+16
29,13,33,2.172539e+16
29,13,34,1.415223e+16
29,13,35,1.410871e+16
29,13,36,6.491300e+15
29,13,37,1.410819e+16
29,13,38,2.174680e+16
29,13,39,1.410866e+16
29,13,40,2.173615e+16
29,13,41,1.410838e+16
29,13,42,2.173249e+16
29,13,43,1.410775e+16
29,13,44,2.588326e+16
29,13,45,1.410851e+16
29,13,46,6.900897e+14
29,13,47,2.603382e+16
29,13,48,1.415137e+16
29,13,49,1.410807e+16
29,14,15,8.188063e+15
29,14,16,7.798008e+15
29,14,17,1.548440e+16
29,14,18,1.499293e+16
29,14,19,8.188032e+15
29,14,20,1.498889e+16
29,14,21,1.549328e+16
29,14,22,2.886926e+12
29,14,23,1.415042e+16
29,14,24,7.798381e+15
29,14,25,1.548552e+16
29,14,26,1.401308e+16
29,14,27,1.548831e+16
29,14,28,2.736485e+12
29,14,29,8.187243e+15
29,14,30,1.499153e+16
29,14,31,8.186293e+15
29,14,32,6.972846e+15
29,14,33,8.187594e+15
29,14,34,2.363548e+12
29,14,35,6.048081e+14
29,14,36,7.798184e+15
29,14,37,1.548940e+16
29,14,38,7.794907e+15
29,14,39,1.548503e+16
29,14,40,7.799613e+15
29,14,41,1.548934e+16
29,14,42,7.798180e+15
29,14,43,5.982814e+14
29,14,44,1.173125e+16
29,14,45,1.548422e+16
29,14,46,1.399905e+16
29,14,47,1.188181e+16
29,14,48,5.026300e+12
29,14,49,1.548976e+16
29,15,16,1.524073e+16
29,15,17,7.626209e+15
29,15,18,7.583491e+15
29,15,19,9.198976e+12
29,15,20,7.583563e+15
29,15,21,7.626196e+15
29,15,22,8.190950e+15
29,15,23,2.173357e+16
29,15,24,1.524028e+16
29,15,25,7.626679e+15
29,15,26,2.159623e+16
29,15,27,7.626291e+15
29,15,28,8.190800e+15
29,15,29,5.921148e+12
29,15,30,7.583336e+15
29,15,31,4.626417e+12
29,15,32,1.516091e+16
29,15,33,9.762467e+12
29,15,34,8.190427e+15
29,15,35,7.626452e+15
29,15,36,1.524386e+16
29,15,37,7.626963e+15
29,15,38,3.931566e+14
29,15,39,7.626500e+15
29,15,40,3.884504e+14
29,15,41,7.626780e+15
29,15,42,3.898827e+14
29,15,43,7.627407e+15
29,15,44,4.148104e+15
29,15,45,7.626646e+15
29,15,46,2.158220e+16
29,15,47,4.298661e+15
29,15,48,8.193089e+15
29,15,49,7.627087e+15
29,16,17,7.686392e+15
29,16,18,7.657237e+15
29,16,19,1.523153e+16
29,16,20,7.657164e+15
29,16,21,7.695273e+15
29,16,22,7.800895e+15
29,16,23,6.492839e+15
29,16,24,4.460192e+11
29,16,25,7.687512e+15
29,16,26,6.355506e+15
29,16,27,7.690307e+15
29,16,28,7.800744e+15
29,16,29,1.523481e+16
29,16,30,7.657392e+15
29,16,31,1.523610e+16
29,16,32,1.477085e+16
29,16,33,1.523097e+16
29,16,34,7.800371e+15
29,16,35,7.614276e+15
29,16,36,3.129463e+12
29,16,37,7.691388e+15
29,16,38,1.525237e+16
29,16,39,7.687023e+15
29,16,40,1.524172e+16
29,16,41,7.691330e+15
29,16,42,1.523806e+16
29,16,43,7.613321e+15
29,16,44,1.938883e+16
29,16,45,7.686211e+15
29,16,46,6.341474e+15
29,16,47,1.953939e+16
29,16,48,7.803034e+15
29,16,49,7.691752e+15
29,17,18,4.914744e+14
29,17,19,7.617010e+15
29,17,20,4.955076e+14
29,17,21,8.880608e+12
29,17,22,1.548729e+16
29,17,23,1.410736e+16
29,17,24,7.686019e+15
29,17,25,1.120270e+12
29,17,26,1.397002e+16
29,17,27,3.914800e+12
29,17,28,1.548714e+16
29,17,29,7.620288e+15
29,17,30,4.928691e+14
29,17,31,7.621583e+15
29,17,32,2.245725e+16
29,17,33,7.616447e+15
29,17,34,1.548676e+16
29,17,35,1.487959e+16
29,17,36,7.686216e+15
29,17,37,4.995874e+12
29,17,38,7.689493e+15
29,17,39,6.313362e+11
29,17,40,7.684787e+15
29,17,41,4.938116e+12
29,17,42,7.686219e+15
29,17,43,1.488612e+16
29,17,44,1.177431e+16
29,17,45,4.366231e+11
29,17,46,1.395599e+16
29,17,47,1.192487e+16
29,17,48,1.548943e+16
29,17,49,5.360418e+12
29,18,19,7.574292e+15
29,18,20,4.033148e+12
29,18,21,5.003550e+14
29,18,22,1.499581e+16
29,18,23,1.415008e+16
29,18,24,7.656791e+15
29,18,25,4.925947e+14
29,18,26,1.401274e+16
29,18,27,4.953892e+14
29,18,28,1.499566e+16
29,18,29,7.577570e+15
29,18,30,1.394657e+12
29,18,31,7.578865e+15
29,18,32,2.196577e+16
29,18,33,7.573729e+15
29,18,34,1.499529e+16
29,18,35,1.438812e+16
29,18,36,7.660366e+15
29,18,37,4.964703e+14
29,18,38,7.595133e+15
29,18,39,4.921057e+14
29,18,40,7.584485e+15
29,18,41,4.964125e+14
29,18,42,7.580820e+15
29,18,43,1.439464e+16
29,18,44,1.173160e+16
29,18,45,4.912934e+14
29,18,46,1.399871e+16
29,18,47,1.188215e+16
29,18,48,1.499795e+16
29,18,49,4.968348e+14
29,19,20,7.574364e+15
29,19,21,7.616997e+15
29,19,22,8.190919e+15
29,19,23,2.172437e+16
29,19,24,1.523108e+16
29,19,25,7.617480e+15
29,19,26,2.158703e+16
29,19,27,7.617092e+15
29,19,28,8.190769e+15
29,19,29,3.277828e+12
29,19,30,7.574137e+15
29,19,31,4.572558e+12
29,19,32,1.516088e+16
29,19,33,5.634910e+11
29,19,34,8.190396e+15
29,19,35,7.617253e+15
29,19,36,1.523466e+16
29,19,37,7.617764e+15
29,19,38,3.931258e+14
29,19,39,7.617301e+15
29,19,40,3.884196e+14
29,19,41,7.617581e+15
29,19,42,3.898520e+14
29,19,43,7.618208e+15
29,19,44,4.157303e+15
29,19,45,7.617447e+15
29,19,46,2.157300e+16
29,19,47,4.307860e+15
29,19,48,8.193059e+15
29,19,49,7.617888e+15
29,20,21,5.043882e+14
29,20,22,1.499178e+16
29,20,23,1.415000e+16
29,20,24,7.656718e+15
29,20,25,4.966278e+14
29,20,26,1.401267e+16
29,20,27,4.994223e+14
29,20,28,1.499163e+16
29,20,29,7.577642e+15
29,20,30,2.638492e+12
29,20,31,7.578937e+15
29,20,32,2.196174e+16
29,20,33,7.573801e+15
29,20,34,1.499126e+16
29,20,35,1.438408e+16
29,20,36,7.660294e+15
29,20,37,5.005034e+14
29,20,38,7.595205e+15
29,20,39,4.961389e+14
29,20,40,7.584557e+15
29,20,41,5.004457e+14
29,20,42,7.580892e+15
29,20,43,1.439061e+16
29,20,44,1.173167e+16
29,20,45,4.953266e+14
29,20,46,1.399864e+16
29,20,47,1.188222e+16
29,20,48,1.499392e+16
29,20,49,5.008680e+14
29,21,22,1.549617e+16
29,21,23,1.410737e+16
29,21,24,7.694899e+15
29,21,25,7.760338e+12
29,21,26,1.397004e+16
29,21,27,4.965808e+12
29,21,28,1.549602e+16
29,21,29,7.620275e+15
29,21,30,5.017497e+14
29,21,31,7.621570e+15
29,21,32,2.246613e+16
29,21,33,7.616433e+15
29,21,34,1.549564e+16
29,21,35,1.488847e+16
29,21,36,7.695097e+15
29,21,37,3.884734e+12
29,21,38,7.698374e+15
29,21,39,8.249272e+12
29,21,40,7.693667e+15
29,21,41,3.942492e+12
29,21,42,7.695100e+15
29,21,43,1.489500e+16
29,21,44,1.177430e+16
29,21,45,9.061590e+12
29,21,46,1.395601e+16
29,21,47,1.192486e+16
29,21,48,1.549831e+16
29,21,49,3.520190e+12
29,22,23,1.414960e+16
29,22,24,7.801268e+15
29,22,25,1.548841e+16
29,22,26,1.401227e+16
29,22,27,1.549120e+16
29,22,28,4.619538e+11
29,22,29,8.190130e+15
29,22,30,1.499442e+16
29,22,31,8.189180e+15
29,22,32,6.969959e+15
29,22,33,8.190481e+15
29,22,34,1.042667e+12
29,22,35,6.076951e+14
29,22,36,7.801070e+15
29,22,37,1.549228e+16
29,22,38,7.797793e+15
29,22,39,1.548792e+16
29,22,40,7.802500e+15
29,22,41,1.549222e+16
29,22,42,7.801067e+15
29,22,43,6.011684e+14
29,22,44,1.173207e+16
29,22,45,1.548711e+16
29,22,46,1.399824e+16
29,22,47,1.188263e+16
29,22,48,2.139374e+12
29,22,49,1.549265e+16
29,23,24,6.493285e+15
29,23,25,1.410689e+16
29,23,26,6.906260e+14
29,23,27,1.410728e+16
29,23,28,1.415006e+16
29,23,29,2.172765e+16
29,23,30,1.415023e+16
29,23,31,2.172894e+16
29,23,32,1.455395e+16
29,23,33,2.172380e+16
29,23,34,1.415064e+16
29,23,35,1.410711e+16
29,23,36,6.489709e+15
29,23,37,1.410660e+16
29,23,38,2.174521e+16
29,23,39,1.410707e+16
29,23,40,2.173456e+16
29,23,41,1.410679e+16
29,23,42,2.173090e+16
29,23,43,1.410616e+16
29,23,44,2.588167e+16
29,23,45,1.410692e+16
29,23,46,6.901075e+14
29,23,47,2.603223e+16
29,23,48,1.414978e+16
29,23,49,1.410648e+16
29,24,25,7.687139e+15
29,24,26,6.355952e+15
29,24,27,7.689933e+15
29,24,28,7.801117e+15
29,24,29,1.523436e+16
29,24,30,7.656946e+15
29,24,31,1.523566e+16
29,24,32,1.477123e+16
29,24,33,1.523052e+16
29,24,34,7.800744e+15
29,24,35,7.613830e+15
29,24,36,3.575482e+12
29,24,37,7.691014e+15
29,24,38,1.525192e+16
29,24,39,7.686650e+15
29,24,40,1.524128e+16
29,24,41,7.690957e+15
29,24,42,1.523761e+16
29,24,43,7.612875e+15
29,24,44,1.938839e+16
29,24,45,7.685838e+15
29,24,46,6.341920e+15
29,24,47,1.953894e+16
29,24,48,7.803407e+15
29,24,49,7.691379e+15
29,25,26,1.396955e+16
29,25,27,2.794530e+12
29,25,28,1.548826e+16
29,25,29,7.620758e+15
29,25,30,4.939893e+14
29,25,31,7.622052e+15
29,25,32,2.245837e+16
29,25,33,7.616916e+15
29,25,34,1.548788e+16
29,25,35,1.488071e+16
29,25,36,7.687336e+15
29,25,37,3.875604e+12
29,25,38,7.690613e+15
29,25,39,4.889336e+11
29,25,40,7.685907e+15
29,25,41,3.817846e+12
29,25,42,7.687339e+15
29,25,43,1.488724e+16
29,25,44,1.177478e+16
29,25,45,1.301252e+12
29,25,46,1.395552e+16
29,25,47,1.192534e+16
29,25,48,1.549055e+16
29,25,49,4.240149e+12
29,26,27,1.396994e+16
29,26,28,1.401273e+16
29,26,29,2.159031e+16
29,26,30,1.401290e+16
29,26,31,2.159161e+16
29,26,32,1.386333e+16
29,26,33,2.158647e+16
29,26,34,1.401331e+16
29,26,35,1.396978e+16
29,26,36,6.352376e+15
29,26,37,1.396927e+16
29,26,38,2.160788e+16
29,26,39,1.396973e+16
29,26,40,2.159723e+16
29,26,41,1.396945e+16
29,26,42,2.159356e+16
29,26,43,1.396883e+16
29,26,44,2.574434e+16
29,26,45,1.396959e+16
29,26,46,1.403231e+13
29,26,47,2.589489e+16
29,26,48,1.401245e+16
29,26,49,1.396915e+16
29,27,28,1.549105e+16
29,27,29,7.620370e+15
29,27,30,4.967839e+14
29,27,31,7.621665e+15
29,27,32,2.246116e+16
29,27,33,7.616529e+15
29,27,34,1.549068e+16
29,27,35,1.488351e+16
29,27,36,7.690131e+15
29,27,37,1.081074e+12
29,27,38,7.693408e+15
29,27,39,3.283463e+12
29,27,40,7.688702e+15
29,27,41,1.023317e+12
29,27,42,7.690134e+15
29,27,43,1.489003e+16
29,27,44,1.177440e+16
29,27,45,4.095782e+12
29,27,46,1.395591e+16
29,27,47,1.192495e+16
29,27,48,1.549334e+16
29,27,49,1.445619e+12
29,28,29,8.189980e+15
29,28,30,1.499427e+16
29,28,31,8.189029e+15
29,28,32,6.970110e+15
29,28,33,8.190331e+15
29,28,34,5.807134e+11
29,28,35,6.075446e+14
29,28,36,7.800920e+15
29,28,37,1.549213e+16
29,28,38,7.797643e+15
29,28,39,1.548777e+16
29,28,40,7.802349e+15
29,28,41,1.549207e+16
29,28,42,7.800917e+15
29,28,43,6.010179e+14
29,28,44,1.173161e+16
29,28,45,1.548696e+16
29,28,46,1.399870e+16
29,28,47,1.188216e+16
29,28,48,2.289815e+12
29,28,49,1.549250e+16
29,29,30,7.577415e+15
29,29,31,1.294730e+12
29,29,32,1.516009e+16
29,29,33,3.841319e+12
29,29,34,8.189607e+15
29,29,35,7.620531e+15
29,29,36,1.523794e+16
29,29,37,7.621042e+15
29,29,38,3.923369e+14
29,29,39,7.620579e+15
29,29,40,3.876307e+14
29,29,41,7.620858e+15
29,29,42,3.890630e+14
29,29,43,7.621486e+15
29,29,44,4.154025e+15
29,29,45,7.620725e+15
29,29,46,2.157628e+16
29,29,47,4.304582e+15
29,29,48,8.192270e+15
29,29,49,7.621166e+15
29,30,31,7.578709e+15
29,30,32,2.196438e+16
29,30,33,7.573573e+15
29,30,34,1.499389e+16
29,30,35,1.438672e+16
29,30,36,7.660521e+15
29,30,37,4.978649e+14
29,30,38,7.594977e+15
29,30,39,4.935004e+14
29,30,40,7.584330e+15
29,30,41,4.978072e+14
29,30,42,7.580664e+15
29,30,43,1.439325e+16
29,30,44,1.173144e+16
29,30,45,4.926881e+14
29,30,46,1.399887e+16
29,30,47,1.188200e+16
29,30,48,1.499656e+16
29,30,49,4.982295e+14
29,31,32,1.515914e+16
29,31,33,5.136049e+12
29,31,34,8.188656e+15
29,31,35,7.621825e+15
29,31,36,1.523923e+16
29,31,37,7.622336e+15
29,31,38,3.913862e+14
29,31,39,7.621874e+15
29,31,40,3.866800e+14
29,31,41,7.622153e+15
29,31,42,3.881123e+14
29,31,43,7.622781e+15
29,31,44,4.152731e+15
29,31,45,7.622020e+15
29,31,46,2.157757e+16
29,31,47,4.303287e+15
29,31,48,8.191319e+15
29,31,49,7.622461e+15
29,32,33,1.516044e+16
29,32,34,6.970483e+15
29,32,35,7.577655e+15
29,32,36,1.477103e+16
29,32,37,2.246224e+16
29,32,38,1.476775e+16
29,32,39,2.245788e+16
29,32,40,1.477246e+16
29,32,41,2.246218e+16
29,32,42,1.477103e+16
29,32,43,7.571128e+15
29,32,44,1.386393e+16
29,32,45,2.245706e+16
29,32,46,1.386385e+16
29,32,47,1.455349e+16
29,32,48,6.967820e+15
29,32,49,2.246261e+16
29,33,34,8.189958e+15
29,33,35,7.616689e+15
29,33,36,1.523409e+16
29,33,37,7.617200e+15
29,33,38,3.926876e+14
29,33,39,7.616738e+15
29,33,40,3.879814e+14
29,33,41,7.617017e+15
29,33,42,3.894138e+14
29,33,43,7.617645e+15
29,33,44,4.157867e+15
29,33,45,7.616883e+15
29,33,46,2.157244e+16
29,33,47,4.308423e+15
29,33,48,8.192620e+15
29,33,49,7.617325e+15
29,34,35,6.071717e+14
29,34,36,7.800547e+15
29,34,37,1.549176e+16
29,34,38,7.797270e+15
29,34,39,1.548739e+16
29,34,40,7.801976e+15
29,34,41,1.549170e+16
29,34,42,7.800544e+15
29,34,43,6.006450e+14
29,34,44,1.173103e+16
29,34,45,1.548658e+16
29,34,46,1.399928e+16
29,34,47,1.188158e+16
29,34,48,2.662752e+12
29,34,49,1.549212e+16
29,35,36,7.617405e+15
29,35,37,1.488459e+16
29,35,38,7.638093e+15
29,35,39,1.488022e+16
29,35,40,7.627446e+15
29,35,41,1.488453e+16
29,35,42,7.623781e+15
29,35,43,6.526702e+12
29,35,44,1.177456e+16
29,35,45,1.487941e+16
29,35,46,1.395575e+16
29,35,47,1.192511e+16
29,35,48,6.098344e+14
29,35,49,1.488495e+16
29,36,37,7.691212e+15
29,36,38,1.525550e+16
29,36,39,7.686847e+15
29,36,40,1.524485e+16
29,36,41,7.691154e+15
29,36,42,1.524119e+16
29,36,43,7.616450e+15
29,36,44,1.939196e+16
29,36,45,7.686035e+15
29,36,46,6.338344e+15
29,36,47,1.954252e+16
29,36,48,7.803210e+15
29,36,49,7.691576e+15
29,37,38,7.694489e+15
29,37,39,4.364537e+12
29,37,40,7.689783e+15
29,37,41,1.833251e+11
29,37,42,7.691215e+15
29,37,43,1.489111e+16
29,37,44,1.177507e+16
29,37,45,5.176856e+12
29,37,46,1.395524e+16
29,37,47,1.192562e+16
29,37,48,1.549442e+16
29,37,49,3.645447e+11
29,38,39,7.690124e+15
29,38,40,1.064756e+13
29,38,41,7.694431e+15
29,38,42,1.431287e+13
29,38,43,7.639049e+15
29,38,44,4.136463e+15
29,38,45,7.689312e+15
29,38,46,2.159384e+16
29,38,47,4.287019e+15
29,38,48,7.799933e+15
29,38,49,7.694853e+15
29,39,40,7.685418e+15
29,39,41,4.306780e+12
29,39,42,7.686851e+15
29,39,43,1.488675e+16
29,39,44,1.177460e+16
29,39,45,8.123182e+11
29,39,46,1.395570e+16
29,39,47,1.192516e+16
29,39,48,1.549006e+16
29,39,49,4.729082e+12
29,40,41,7.689725e+15
29,40,42,3.665315e+12
29,40,43,7.628401e+15
29,40,44,4.147110e+15
29,40,45,7.684606e+15
29,40,46,2.158320e+16
29,40,47,4.297667e+15
29,40,48,7.804639e+15
29,40,49,7.690147e+15
29,41,42,7.691157e+15
29,41,43,1.489106e+16
29,41,44,1.177488e+16
29,41,45,5.119098e+12
29,41,46,1.395542e+16
29,41,47,1.192544e+16
29,41,48,1.549436e+16
29,41,49,4.223022e+11
29,42,43,7.624736e+15
29,42,44,4.150775e+15
29,42,45,7.686038e+15
29,42,46,2.157953e+16
29,42,47,4.301332e+15
29,42,48,7.803207e+15
29,42,49,7.691580e+15
29,43,44,1.177551e+16
29,43,45,1.488594e+16
29,43,46,1.395479e+16
29,43,47,1.192607e+16
29,43,48,6.033077e+14
29,43,49,1.489148e+16
29,44,45,1.177475e+16
29,44,46,2.573031e+16
29,44,47,6.895664e+14
29,44,48,1.173189e+16
29,44,49,1.177519e+16
29,45,46,1.395556e+16
29,45,47,1.192531e+16
29,45,48,1.548924e+16
29,45,49,5.541400e+12
29,46,47,2.588086e+16
29,46,48,1.399841e+16
29,46,49,1.395511e+16
29,47,48,1.188245e+16
29,47,49,1.192575e+16
29,48,49,1.549479e+16
30,0,1,1.439203e+16
30,0,2,2.200189e+17
30,0,3,2.255517e+17
30,0,4,2.221215e+17
30,0,5,4.176923e+17
30,0,6,2.199536e+17
30,0,7,1.435589e+16
30,0,8,2.200882e+17
30,0,9,4.174011e+17
30,0,10,2.203001e+17
30,0,11,4.107622e+17
30,0,12,1.447800e+13
30,0,13,4.106611e+17
30,0,14,4.349737e+17
30,0,15,2.200509e+17
30,0,16,2.222053e+17
30,0,17,1.435346e+16
30,0,18,9.182363e+13
30,0,19,2.197840e+17
30,0,20,2.521049e+13
30,0,21,1.461115e+16
30,0,22,4.350575e+17
30,0,23,4.106149e+17
30,0,24,2.221924e+17
30,0,25,1.438596e+16
30,0,26,4.066298e+17
30,0,27,1.446706e+16
30,0,28,4.350531e+17
30,0,29,2.198791e+17
30,0,30,5.135341e+13
30,0,31,2.199167e+17
30,0,32,6.373122e+17
30,0,33,2.197677e+17
30,0,34,4.350423e+17
30,0,35,4.174234e+17
30,0,36,2.222962e+17
30,0,37,1.449843e+16
30,0,38,2.203888e+17
30,0,39,1.437178e+16
30,0,40,2.200798e+17
30,0,41,1.449675e+16
30,0,42,2.199734e+17
30,0,43,4.176127e+17
30,0,44,3.404209e+17
30,0,45,1.434820e+16
30,0,46,4.062226e+17
30,0,47,3.447897e+17
30,0,48,4.351196e+17
30,0,49,1.450900e+16
30,1,2,2.230943e+17
30,1,3,2.242855e+17
30,1,4,2.230655e+17
30,1,5,4.320843e+17
30,1,6,2.230613e+17
30,1,7,3.614091e+13
30,1,8,2.230614e+17
30,1,9,4.317931e+17
30,1,10,2.230768e+17
30,1,11,4.094960e+17
30,1,12,1.440651e+16
30,1,13,4.093949e+17
30,1,14,4.493657e+17
30,1,15,2.213171e+17
30,1,16,2.230827e+17
30,1,17,3.857555e+13
30,1,18,1.430021e+16
